原路径,建议新路径,处理方式,迁移理由,是否需要建立索引,是否需要保留原始副本,是否可能破坏其他文件引用,分类置信度,备注
大明档案/诏书全集/崇祯8年夏《固北疆扩火器兴农工大赏天下诏》.md,01_季度回合/崇祯8年/夏/正式诏书原文/崇祯8年夏《固北疆扩火器兴农工大赏天下诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年春《治疫定陕扩产兴学大赏天下诏》.md,01_季度回合/崇祯8年/春/正式诏书原文/崇祯8年春《治疫定陕扩产兴学大赏天下诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年秋《固北疆开海扩贸兴工兴学大赏天下诏》.md,01_季度回合/崇祯8年/秋/正式诏书原文/崇祯8年秋《固北疆开海扩贸兴工兴学大赏天下诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts.json | uploads/index.json | 大明档案/诏书全集/诏书全集.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年冬《定职清费援朝固藩安民续制诏》.md,01_季度回合/崇祯9年/冬/正式诏书原文/崇祯9年冬《定职清费援朝固藩安民续制诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯9年冬定职清费援朝固藩安民续制诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年春《固边收陕保春耕扩工兴学续赏诏》.md,01_季度回合/崇祯9年/春/正式诏书原文/崇祯9年春《固边收陕保春耕扩工兴学续赏诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts.json | data/game_state.json | uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年春追加《敕建京西军械总厂分期试产考成诏》.md,01_季度回合/崇祯9年/春/正式诏书原文/崇祯9年春追加《敕建京西军械总厂分期试产考成诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,否,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年秋《三层军制核兵练军补给扩械防疫诏》.md,01_季度回合/崇祯9年/秋/正式诏书原文/崇祯9年秋《三层军制核兵练军补给扩械防疫诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯9年秋三层军制核兵练军补给扩械防疫诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年秋《御前整饬兼差一次养廉安民诏》.md,01_季度回合/崇祯9年/秋/正式诏书原文/崇祯9年秋《御前整饬兼差一次养廉安民诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,否,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯一年冬《多司联查反腐行一条鞭考成法赈陕诏》.md,01_季度回合/崇祯1年/冬/正式诏书原文/崇祯一年冬《多司联查反腐行一条鞭考成法赈陕诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,否,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年冬《开源节流宽考恤军抚绅平党诏》.md,01_季度回合/崇祯3年/冬/正式诏书原文/崇祯三年冬《开源节流宽考恤军抚绅平党诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年夏《防蝗剿寇核账肃贪诏》.md,01_季度回合/崇祯3年/夏/正式诏书原文/崇祯三年夏《防蝗剿寇核账肃贪诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年春《勤王定陕修渠防蝗通商核账诏》.md,01_季度回合/崇祯3年/春/正式诏书原文/崇祯三年春《勤王定陕修渠防蝗通商核账诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年秋《防炮禁泄抚绅灭蝗定陕诏》.md,01_季度回合/崇祯3年/秋/正式诏书原文/崇祯三年秋《防炮禁泄抚绅灭蝗定陕诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年冬《西南捷兵援陕防蝗固关诏》.md,01_季度回合/崇祯2年/冬/正式诏书原文/崇祯二年冬《西南捷兵援陕防蝗固关诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年夏《前置阻断己巳赈陕安边补充密诏》.md,01_季度回合/崇祯2年/夏/正式诏书原文/崇祯二年夏《前置阻断己巳赈陕安边补充密诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: 大明档案/战略方略/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md | 大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年春《东江镇制辽五策及辽西蓟宣均衡补充诏》.md,01_季度回合/崇祯2年/春/正式诏书原文/崇祯二年春《东江镇制辽五策及辽西蓟宣均衡补充诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md | 大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md,01_季度回合/崇祯2年/春/正式诏书原文/崇祯二年春《全国动员赈秦固边清饷安民诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,否,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯五年冬《守同定陕肃贪建仓抚绅诏》.md,01_季度回合/崇祯5年/冬/正式诏书原文/崇祯五年冬《守同定陕肃贪建仓抚绅诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/history_records.json | uploads/index.json | 大明档案/战争记录/战争记录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯五年春《救同截陕晋续撤辽节财防疫诏》.md,01_季度回合/崇祯5年/春/正式诏书原文/崇祯五年春《救同截陕晋续撤辽节财防疫诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯五年秋《防虏报复定陕肃贪建仓抚绅诏》.md,01_季度回合/崇祯5年/秋/正式诏书原文/崇祯五年秋《防虏报复定陕肃贪建仓抚绅诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯六年冬《调军定陕宣捷推种补农诏》.md,01_季度回合/崇祯6年/冬/正式诏书原文/崇祯六年冬《调军定陕宣捷推种补农诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯六年夏《重赏开科救疫赈旱清边兴农核贪诏》.md,01_季度回合/崇祯6年/夏/正式诏书原文/崇祯六年夏《重赏开科救疫赈旱清边兴农核贪诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯六年秋《六辅分任扩军推种赈疫安绅核贪诏》.md,01_季度回合/崇祯6年/秋/正式诏书原文/崇祯六年秋《六辅分任扩军推种赈疫安绅核贪诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年秋国家态势更新.md | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年冬《全国换防坚壁清野安军济国诏》.md,01_季度回合/崇祯4年/冬/正式诏书原文/崇祯四年冬《全国换防坚壁清野安军济国诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年冬《辽西坚壁清野安军抚派固关扰敌诏》.md,01_季度回合/崇祯4年/冬/正式诏书原文/崇祯四年冬《辽西坚壁清野安军抚派固关扰敌诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年夏《续赈陕补东江验关开税节帑诏》.md,01_季度回合/崇祯4年/夏/正式诏书原文/崇祯四年夏《续赈陕补东江验关开税节帑诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年春《赈陕固关开商屯田诏》.md,01_季度回合/崇祯4年/春/正式诏书原文/崇祯四年春《赈陕固关开商屯田诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年秋《六臣上考定陕固关开税禁炮恤军诏》.md,01_季度回合/崇祯4年/秋/正式诏书原文/崇祯四年秋《六臣上考定陕固关开税禁炮恤军诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/诏书全集.md,02_长期档案/制度国策/诏书总索引.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史汇编,是,是,是,0.96,诏书汇编与结果摘要，不是单季正式提交稿；引用示例: skills/writeimperial/references/archive_map.md | 大明档案/战略方略/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/财政报告/崇祯10年夏财政与专项支出对账.md,02_长期档案/财政工商农业/崇祯10年夏财政与专项支出对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/崇祯10年春四项授权冻结与财政对账.md,02_长期档案/财政工商农业/崇祯10年春四项授权冻结与财政对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/崇祯10年秋财政国策与专项对账.md,02_长期档案/财政工商农业/崇祯10年秋财政国策与专项对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/崇祯11年夏财政中枢与专项支出对账.md,02_长期档案/财政工商农业/崇祯11年夏财政中枢与专项支出对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/崇祯11年春财政军制四社与谍网对账.md,02_长期档案/财政工商农业/崇祯11年春财政军制四社与谍网对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/崇祯9年冬财政四分类与对账.md,02_长期档案/财政工商农业/崇祯9年冬财政四分类与对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/崇祯9年夏财政对账.md,02_长期档案/财政工商农业/崇祯9年夏财政对账.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/财政报告/财政报告.md,02_长期档案/财政工商农业/财政报告.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,近似重复: 大明档案/战争记录/战争记录.md | 大明档案/皇帝日志/季度记录.md
大明档案/资料索引/上传资料目录.md,02_长期档案/制度国策/上传资料目录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.86,引用示例: skills/writeimperial/references/archive_map.md | web_app.py | 大明档案/国策路线/崇祯三年战略与制度国策文档包/上传说明.md
